Orthogroup	GCF_013753865.1_Amil_v2.1.protein	Pocillopora_meandrina_HIv1.genes.pep	Porites_evermanni_v1.annot.pep	Total
OG0009414	0	1	3	4
OG0009415	0	1	3	4
OG0009416	0	1	3	4
OG0009417	0	1	3	4
OG0009418	0	1	3	4
OG0009419	0	1	3	4
OG0009420	0	1	3	4
OG0009421	0	1	3	4
OG0009422	0	1	3	4
OG0009423	0	0	4	4
OG0009424	0	0	4	4
OG0009425	0	0	4	4
OG0009426	0	0	4	4
OG0009427	0	0	4	4
OG0009428	0	0	4	4
OG0009429	0	0	4	4
OG0009430	0	0	4	4
OG0009431	0	0	4	4
OG0009432	0	0	4	4
OG0009433	0	0	4	4
OG0009434	0	0	4	4
OG0009435	0	0	4	4
OG0009436	0	0	4	4
OG0009437	0	0	4	4
OG0009438	0	0	4	4
OG0009439	0	0	4	4
OG0009440	0	0	4	4
OG0009441	0	0	4	4
OG0009442	0	0	4	4
OG0009443	0	0	4	4
OG0009444	0	0	4	4
OG0009445	0	0	4	4
OG0009446	0	0	4	4
OG0009447	0	0	4	4
OG0009448	0	0	4	4
OG0009449	0	0	4	4
OG0009450	0	0	4	4
OG0009451	0	0	4	4
OG0009452	0	0	4	4
OG0009453	0	0	4	4
OG0009454	0	0	4	4
OG0009455	0	0	4	4
OG0009456	0	0	4	4
OG0009457	0	0	4	4
OG0009458	0	0	4	4
OG0009459	0	0	4	4
OG0009460	0	0	4	4
OG0009461	0	0	4	4
OG0009462	0	0	4	4
OG0009463	0	0	4	4
OG0009464	0	0	4	4
OG0009465	0	0	4	4
OG0009466	0	0	4	4
OG0009467	0	0	4	4
OG0009468	0	0	4	4
OG0009469	0	0	4	4
OG0009470	0	0	4	4
OG0009471	0	0	4	4
OG0009472	0	0	4	4
OG0009473	0	0	4	4
OG0009474	0	0	4	4
OG0009475	0	0	4	4
OG0009476	0	0	4	4
OG0009477	0	0	4	4
OG0009478	0	0	4	4
OG0009479	0	0	4	4
OG0009480	0	0	4	4
OG0009481	0	0	4	4
OG0009482	0	0	4	4
OG0009483	0	0	4	4
OG0009484	0	0	4	4
OG0009485	0	0	4	4
OG0009486	0	0	4	4
OG0009487	0	0	4	4
OG0009488	0	0	4	4
OG0009489	0	0	4	4
OG0009490	0	0	4	4
OG0009491	0	0	4	4
OG0009492	0	0	4	4
OG0009493	0	0	4	4
OG0009494	0	0	4	4
OG0009495	0	0	4	4
OG0009496	0	0	4	4
OG0009497	0	0	4	4
OG0009498	0	0	4	4
OG0009499	0	0	4	4
OG0009500	0	0	4	4
OG0009501	0	0	4	4
OG0009502	0	0	4	4
OG0009503	0	0	4	4
OG0009504	0	0	4	4
OG0009505	0	0	4	4
OG0009506	0	0	4	4
OG0009507	0	0	4	4
OG0009508	0	0	4	4
OG0009509	0	0	4	4
OG0009510	0	0	4	4
OG0009511	0	0	4	4
OG0009512	0	0	4	4
OG0009513	0	0	4	4
OG0009514	0	0	4	4
OG0009515	0	0	4	4
OG0009516	0	0	4	4
OG0009517	0	0	4	4
OG0009518	0	0	4	4
OG0009519	0	0	4	4
OG0009520	0	0	4	4
OG0009521	0	0	4	4
OG0009522	0	0	4	4
OG0009523	0	0	4	4
OG0009524	0	0	4	4
OG0009525	0	0	4	4
OG0009526	0	0	4	4
OG0009527	0	0	4	4
OG0009528	0	0	4	4
OG0009529	0	0	4	4
OG0009530	0	0	4	4
OG0009531	0	0	4	4
OG0009532	0	0	4	4
OG0009533	0	0	4	4
OG0009534	0	0	4	4
OG0009535	0	0	4	4
OG0009536	0	0	4	4
OG0009537	0	0	4	4
OG0009538	0	0	4	4
OG0009539	0	0	4	4
OG0009540	0	0	4	4
OG0009541	0	0	4	4
OG0009542	0	0	4	4
OG0009543	0	0	4	4
OG0009544	0	0	4	4
OG0009545	0	0	4	4
OG0009546	0	0	4	4
OG0009547	0	0	4	4
OG0009548	0	0	4	4
OG0009549	0	0	4	4
OG0009550	0	0	4	4
OG0009551	0	0	4	4
OG0009552	0	0	4	4
OG0009553	0	0	4	4
OG0009554	0	0	4	4
OG0009555	0	0	4	4
OG0009556	0	0	4	4
OG0009557	0	0	4	4
OG0009558	0	0	4	4
OG0009559	0	0	4	4
OG0009560	0	0	4	4
OG0009561	0	0	4	4
OG0009562	0	0	4	4
OG0009563	0	0	4	4
OG0009564	0	0	4	4
OG0009565	0	0	4	4
OG0009566	0	0	4	4
OG0009567	0	0	4	4
OG0009568	0	0	4	4
OG0009569	0	0	4	4
OG0009570	0	0	4	4
OG0009571	0	0	4	4
OG0009572	0	0	4	4
OG0009573	0	0	4	4
OG0009574	0	0	4	4
OG0009575	0	0	4	4
OG0009576	0	0	4	4
OG0009577	0	0	4	4
OG0009578	0	0	4	4
OG0009579	0	0	4	4
OG0009580	0	0	4	4
OG0009581	0	0	4	4
OG0009582	0	0	4	4
OG0009583	0	0	4	4
OG0009584	0	0	4	4
OG0009585	0	0	4	4
OG0009586	0	0	4	4
OG0009587	0	0	4	4
OG0009588	0	0	4	4
OG0009589	0	0	4	4
OG0009590	0	0	4	4
OG0009591	0	0	4	4
OG0009592	0	0	4	4
OG0009593	0	0	4	4
OG0009594	0	0	4	4
OG0009595	0	0	4	4
OG0009596	0	0	4	4
OG0009597	0	0	4	4
OG0009598	0	0	4	4
OG0009599	0	0	4	4
OG0009600	0	0	4	4
OG0009601	0	0	4	4
OG0009602	0	0	4	4
OG0009603	0	0	4	4
OG0009604	0	0	4	4
OG0009605	0	0	4	4
OG0009606	0	0	4	4
OG0009607	0	0	4	4
OG0009608	0	0	4	4
OG0009609	0	0	4	4
OG0009610	0	0	4	4
OG0009611	0	0	4	4
OG0009612	0	0	4	4
OG0009613	0	0	4	4
OG0009614	0	0	4	4
OG0009615	0	0	4	4
OG0009616	0	0	4	4
OG0009617	0	0	4	4
OG0009618	0	0	4	4
OG0009619	0	0	4	4
OG0009620	0	0	4	4
OG0009621	0	0	4	4
OG0009622	0	0	4	4
OG0009623	0	0	4	4
OG0009624	0	0	4	4
OG0009625	0	0	4	4
OG0009626	0	0	4	4
OG0009627	0	0	4	4
OG0009628	0	0	4	4
OG0009629	0	0	4	4
OG0009630	0	0	4	4
OG0009631	0	0	4	4
OG0009632	0	0	4	4
OG0009633	0	0	4	4
OG0009634	0	0	4	4
OG0009635	0	0	4	4
OG0009636	0	0	4	4
OG0009637	0	0	4	4
OG0009638	0	0	4	4
OG0009639	0	0	4	4
OG0009640	0	0	4	4
OG0009641	0	0	4	4
OG0009642	0	0	4	4
OG0009643	0	0	4	4
OG0009644	0	0	4	4
OG0009645	0	0	4	4
OG0009646	1	0	2	3
OG0009647	1	1	1	3
OG0009648	1	2	0	3
OG0009649	1	1	1	3
OG0009650	1	1	1	3
OG0009651	1	1	1	3
OG0009652	1	1	1	3
OG0009653	1	1	1	3
OG0009654	1	1	1	3
OG0009655	1	1	1	3
OG0009656	1	1	1	3
OG0009657	1	1	1	3
OG0009658	1	1	1	3
OG0009659	1	1	1	3
OG0009660	1	1	1	3
OG0009661	1	1	1	3
OG0009662	1	1	1	3
OG0009663	1	1	1	3
OG0009664	1	1	1	3
OG0009665	1	1	1	3
OG0009666	1	1	1	3
OG0009667	1	1	1	3
OG0009668	1	1	1	3
OG0009669	1	1	1	3
OG0009670	1	1	1	3
OG0009671	1	1	1	3
OG0009672	1	1	1	3
OG0009673	1	1	1	3
OG0009674	1	1	1	3
OG0009675	1	1	1	3
OG0009676	1	1	1	3
OG0009677	1	1	1	3
OG0009678	1	1	1	3
OG0009679	1	1	1	3
OG0009680	1	1	1	3
OG0009681	1	1	1	3
OG0009682	1	1	1	3
OG0009683	1	1	1	3
OG0009684	1	1	1	3
OG0009685	1	1	1	3
OG0009686	1	1	1	3
OG0009687	1	1	1	3
OG0009688	1	1	1	3
OG0009689	1	1	1	3
OG0009690	1	1	1	3
OG0009691	1	1	1	3
OG0009692	1	1	1	3
OG0009693	1	1	1	3
OG0009694	1	1	1	3
OG0009695	1	1	1	3
OG0009696	1	1	1	3
OG0009697	1	1	1	3
OG0009698	1	1	1	3
OG0009699	1	1	1	3
OG0009700	1	1	1	3
OG0009701	1	1	1	3
OG0009702	1	1	1	3
OG0009703	1	1	1	3
OG0009704	1	1	1	3
OG0009705	1	1	1	3
OG0009706	1	1	1	3
OG0009707	1	1	1	3
OG0009708	1	1	1	3
OG0009709	1	1	1	3
OG0009710	1	1	1	3
OG0009711	1	1	1	3
OG0009712	1	1	1	3
OG0009713	1	1	1	3
OG0009714	1	1	1	3
OG0009715	1	1	1	3
OG0009716	3	0	0	3
OG0009717	3	0	0	3
OG0009718	1	1	1	3
OG0009719	1	1	1	3
OG0009720	1	1	1	3
OG0009721	1	1	1	3
OG0009722	1	1	1	3
OG0009723	1	1	1	3
OG0009724	1	1	1	3
OG0009725	1	1	1	3
OG0009726	1	1	1	3
OG0009727	1	1	1	3
OG0009728	1	1	1	3
OG0009729	1	1	1	3
OG0009730	1	1	1	3
OG0009731	1	1	1	3
OG0009732	1	1	1	3
OG0009733	1	1	1	3
OG0009734	1	1	1	3
OG0009735	1	1	1	3
OG0009736	1	1	1	3
OG0009737	1	1	1	3
OG0009738	1	1	1	3
OG0009739	2	0	1	3
OG0009740	1	0	2	3
OG0009741	3	0	0	3
OG0009742	1	1	1	3
OG0009743	1	1	1	3
OG0009744	1	1	1	3
OG0009745	3	0	0	3
OG0009746	1	1	1	3
OG0009747	1	1	1	3
OG0009748	1	1	1	3
OG0009749	1	1	1	3
OG0009750	1	2	0	3
OG0009751	1	1	1	3
OG0009752	1	1	1	3
OG0009753	1	1	1	3
OG0009754	1	1	1	3
OG0009755	1	1	1	3
OG0009756	1	1	1	3
OG0009757	1	1	1	3
OG0009758	1	1	1	3
OG0009759	1	1	1	3
OG0009760	1	1	1	3
OG0009761	1	1	1	3
OG0009762	1	1	1	3
OG0009763	1	1	1	3
OG0009764	1	1	1	3
OG0009765	1	1	1	3
OG0009766	1	1	1	3
OG0009767	1	1	1	3
OG0009768	1	1	1	3
OG0009769	1	1	1	3
OG0009770	1	1	1	3
OG0009771	1	1	1	3
OG0009772	1	1	1	3
OG0009773	1	1	1	3
OG0009774	1	1	1	3
OG0009775	1	1	1	3
OG0009776	1	1	1	3
OG0009777	1	1	1	3
OG0009778	1	1	1	3
OG0009779	1	1	1	3
OG0009780	1	1	1	3
OG0009781	1	1	1	3
OG0009782	1	1	1	3
OG0009783	1	1	1	3
OG0009784	1	1	1	3
OG0009785	1	1	1	3
OG0009786	1	1	1	3
OG0009787	1	1	1	3
OG0009788	1	1	1	3
OG0009789	1	1	1	3
OG0009790	1	1	1	3
OG0009791	1	1	1	3
OG0009792	1	1	1	3
OG0009793	1	1	1	3
OG0009794	1	1	1	3
OG0009795	2	1	0	3
OG0009796	1	1	1	3
OG0009797	1	1	1	3
OG0009798	1	1	1	3
OG0009799	1	1	1	3
OG0009800	1	1	1	3
OG0009801	1	1	1	3
OG0009802	1	1	1	3
OG0009803	1	1	1	3
OG0009804	1	1	1	3
OG0009805	3	0	0	3
OG0009806	1	1	1	3
OG0009807	1	1	1	3
OG0009808	1	2	0	3
OG0009809	1	1	1	3
OG0009810	1	1	1	3
OG0009811	1	1	1	3
OG0009812	1	1	1	3
OG0009813	1	1	1	3
OG0009814	1	1	1	3
OG0009815	1	1	1	3
OG0009816	1	1	1	3
OG0009817	3	0	0	3
OG0009818	1	1	1	3
OG0009819	1	1	1	3
OG0009820	1	1	1	3
OG0009821	1	1	1	3
OG0009822	1	1	1	3
OG0009823	1	1	1	3
OG0009824	1	1	1	3
OG0009825	1	1	1	3
OG0009826	1	1	1	3
OG0009827	1	1	1	3
OG0009828	1	1	1	3
OG0009829	1	1	1	3
OG0009830	1	1	1	3
OG0009831	1	1	1	3
OG0009832	1	1	1	3
OG0009833	1	1	1	3
OG0009834	1	1	1	3
OG0009835	1	1	1	3
OG0009836	1	1	1	3
OG0009837	1	1	1	3
OG0009838	1	1	1	3
OG0009839	1	1	1	3
OG0009840	1	1	1	3
OG0009841	1	1	1	3
OG0009842	1	1	1	3
OG0009843	1	1	1	3
OG0009844	1	1	1	3
OG0009845	2	1	0	3
OG0009846	1	1	1	3
OG0009847	1	1	1	3
OG0009848	1	1	1	3
OG0009849	1	1	1	3
OG0009850	1	1	1	3
OG0009851	1	1	1	3
OG0009852	1	1	1	3
OG0009853	1	1	1	3
OG0009854	1	0	2	3
OG0009855	1	1	1	3
OG0009856	1	1	1	3
OG0009857	1	1	1	3
OG0009858	1	1	1	3
OG0009859	3	0	0	3
OG0009860	1	1	1	3
OG0009861	1	1	1	3
OG0009862	3	0	0	3
OG0009863	1	1	1	3
OG0009864	1	1	1	3
OG0009865	2	1	0	3
OG0009866	1	1	1	3
OG0009867	1	0	2	3
OG0009868	3	0	0	3
OG0009869	1	1	1	3
OG0009870	1	1	1	3
OG0009871	1	1	1	3
OG0009872	1	1	1	3
OG0009873	1	1	1	3
OG0009874	1	1	1	3
OG0009875	1	2	0	3
OG0009876	1	1	1	3
OG0009877	1	1	1	3
OG0009878	1	1	1	3
OG0009879	1	1	1	3
OG0009880	1	1	1	3
OG0009881	1	0	2	3
OG0009882	1	1	1	3
OG0009883	1	1	1	3
OG0009884	1	2	0	3
OG0009885	3	0	0	3
OG0009886	1	1	1	3
OG0009887	1	1	1	3
OG0009888	1	1	1	3
OG0009889	1	1	1	3
OG0009890	1	1	1	3
OG0009891	1	1	1	3
OG0009892	1	1	1	3
OG0009893	1	1	1	3
OG0009894	1	1	1	3
OG0009895	1	1	1	3
OG0009896	1	1	1	3
OG0009897	1	1	1	3
OG0009898	1	1	1	3
OG0009899	1	1	1	3
OG0009900	1	1	1	3
OG0009901	1	1	1	3
OG0009902	3	0	0	3
OG0009903	1	1	1	3
OG0009904	1	1	1	3
OG0009905	1	1	1	3
OG0009906	1	1	1	3
OG0009907	1	1	1	3
OG0009908	1	1	1	3
OG0009909	1	1	1	3
OG0009910	1	1	1	3
OG0009911	1	1	1	3
OG0009912	1	1	1	3
OG0009913	1	1	1	3
OG0009914	1	1	1	3
OG0009915	1	1	1	3
OG0009916	1	1	1	3
OG0009917	1	1	1	3
OG0009918	1	0	2	3
OG0009919	1	1	1	3
OG0009920	1	1	1	3
OG0009921	2	0	1	3
OG0009922	1	1	1	3
OG0009923	1	1	1	3
OG0009924	1	1	1	3
OG0009925	1	1	1	3
OG0009926	1	1	1	3
OG0009927	1	1	1	3
OG0009928	3	0	0	3
OG0009929	1	1	1	3
OG0009930	1	1	1	3
OG0009931	1	1	1	3
OG0009932	1	1	1	3
OG0009933	1	1	1	3
OG0009934	1	1	1	3
OG0009935	1	1	1	3
OG0009936	1	1	1	3
OG0009937	1	1	1	3
OG0009938	1	1	1	3
OG0009939	1	1	1	3
OG0009940	1	1	1	3
OG0009941	2	0	1	3
OG0009942	1	1	1	3
OG0009943	1	1	1	3
OG0009944	3	0	0	3
OG0009945	1	1	1	3
OG0009946	1	0	2	3
OG0009947	1	1	1	3
OG0009948	1	1	1	3
OG0009949	1	1	1	3
OG0009950	1	1	1	3
OG0009951	1	1	1	3
OG0009952	2	1	0	3
OG0009953	1	1	1	3
OG0009954	1	1	1	3
OG0009955	1	1	1	3
OG0009956	1	1	1	3
OG0009957	1	1	1	3
OG0009958	1	1	1	3
OG0009959	1	1	1	3
OG0009960	1	1	1	3
OG0009961	1	1	1	3
OG0009962	3	0	0	3
OG0009963	2	1	0	3
OG0009964	2	0	1	3
OG0009965	1	1	1	3
OG0009966	1	1	1	3
OG0009967	1	1	1	3
OG0009968	1	1	1	3
OG0009969	1	1	1	3
OG0009970	1	1	1	3
OG0009971	1	1	1	3
OG0009972	1	1	1	3
OG0009973	2	0	1	3
OG0009974	1	0	2	3
OG0009975	3	0	0	3
OG0009976	1	1	1	3
OG0009977	1	1	1	3
OG0009978	1	1	1	3
OG0009979	1	1	1	3
OG0009980	1	1	1	3
OG0009981	1	1	1	3
OG0009982	1	1	1	3
OG0009983	1	1	1	3
OG0009984	1	1	1	3
OG0009985	1	1	1	3
OG0009986	1	1	1	3
OG0009987	1	1	1	3
OG0009988	2	1	0	3
OG0009989	3	0	0	3
OG0009990	1	1	1	3
OG0009991	2	0	1	3
OG0009992	2	0	1	3
OG0009993	2	0	1	3
OG0009994	2	1	0	3
OG0009995	2	0	1	3
OG0009996	1	1	1	3
OG0009997	1	1	1	3
OG0009998	1	1	1	3
OG0009999	3	0	0	3
OG0010000	1	1	1	3
OG0010001	1	1	1	3
OG0010002	1	1	1	3
OG0010003	1	1	1	3
OG0010004	1	1	1	3
OG0010005	1	1	1	3
OG0010006	1	1	1	3
OG0010007	1	1	1	3
OG0010008	1	1	1	3
OG0010009	1	1	1	3
OG0010010	1	1	1	3
OG0010011	1	1	1	3
OG0010012	1	1	1	3
OG0010013	1	1	1	3
OG0010014	1	1	1	3
OG0010015	1	1	1	3
OG0010016	1	1	1	3
OG0010017	1	1	1	3
OG0010018	1	1	1	3
OG0010019	1	1	1	3
OG0010020	1	1	1	3
OG0010021	1	1	1	3
OG0010022	1	1	1	3
OG0010023	1	1	1	3
OG0010024	1	1	1	3
OG0010025	1	1	1	3
OG0010026	1	1	1	3
OG0010027	1	1	1	3
OG0010028	2	1	0	3
OG0010029	1	1	1	3
OG0010030	1	1	1	3
OG0010031	1	1	1	3
OG0010032	1	1	1	3
OG0010033	1	1	1	3
OG0010034	1	1	1	3
OG0010035	3	0	0	3
OG0010036	1	1	1	3
OG0010037	1	1	1	3
OG0010038	1	1	1	3
OG0010039	1	1	1	3
OG0010040	1	1	1	3
OG0010041	1	1	1	3
OG0010042	1	1	1	3
OG0010043	1	1	1	3
OG0010044	1	1	1	3
OG0010045	1	1	1	3
OG0010046	1	1	1	3
OG0010047	1	1	1	3
OG0010048	1	1	1	3
OG0010049	1	1	1	3
OG0010050	1	1	1	3
OG0010051	1	1	1	3
OG0010052	1	1	1	3
OG0010053	1	1	1	3
OG0010054	1	1	1	3
OG0010055	1	1	1	3
OG0010056	1	1	1	3
OG0010057	1	1	1	3
OG0010058	1	1	1	3
OG0010059	1	1	1	3
OG0010060	1	1	1	3
OG0010061	1	1	1	3
OG0010062	1	1	1	3
OG0010063	1	1	1	3
OG0010064	1	1	1	3
OG0010065	1	1	1	3
OG0010066	1	1	1	3
OG0010067	1	1	1	3
OG0010068	1	1	1	3
OG0010069	1	1	1	3
OG0010070	1	1	1	3
OG0010071	1	1	1	3
OG0010072	1	1	1	3
OG0010073	1	1	1	3
OG0010074	1	1	1	3
OG0010075	1	1	1	3
OG0010076	1	1	1	3
OG0010077	1	1	1	3
OG0010078	1	1	1	3
OG0010079	1	1	1	3
OG0010080	1	1	1	3
OG0010081	1	1	1	3
OG0010082	3	0	0	3
OG0010083	2	0	1	3
OG0010084	3	0	0	3
OG0010085	3	0	0	3
OG0010086	1	1	1	3
OG0010087	1	1	1	3
OG0010088	1	1	1	3
OG0010089	1	1	1	3
OG0010090	1	1	1	3
OG0010091	1	1	1	3
OG0010092	1	1	1	3
OG0010093	1	1	1	3
OG0010094	1	1	1	3
OG0010095	1	1	1	3
OG0010096	1	1	1	3
OG0010097	1	1	1	3
OG0010098	1	1	1	3
OG0010099	1	1	1	3
OG0010100	1	1	1	3
OG0010101	1	1	1	3
OG0010102	1	1	1	3
OG0010103	1	1	1	3
OG0010104	1	1	1	3
OG0010105	1	1	1	3
OG0010106	1	1	1	3
OG0010107	1	1	1	3
OG0010108	1	1	1	3
OG0010109	1	1	1	3
OG0010110	1	1	1	3
OG0010111	1	1	1	3
OG0010112	1	1	1	3
OG0010113	1	1	1	3
OG0010114	1	1	1	3
OG0010115	1	1	1	3
OG0010116	1	1	1	3
OG0010117	2	0	1	3
OG0010118	1	1	1	3
OG0010119	3	0	0	3
OG0010120	1	1	1	3
OG0010121	1	1	1	3
OG0010122	1	1	1	3
OG0010123	1	1	1	3
OG0010124	1	1	1	3
OG0010125	2	0	1	3
OG0010126	2	0	1	3
OG0010127	1	1	1	3
OG0010128	1	1	1	3
OG0010129	3	0	0	3
OG0010130	1	1	1	3
OG0010131	1	1	1	3
OG0010132	2	1	0	3
OG0010133	1	1	1	3
OG0010134	1	1	1	3
OG0010135	1	1	1	3
OG0010136	3	0	0	3
OG0010137	1	0	2	3
OG0010138	3	0	0	3
OG0010139	3	0	0	3
OG0010140	1	1	1	3
OG0010141	1	1	1	3
OG0010142	1	1	1	3
OG0010143	1	1	1	3
OG0010144	1	1	1	3
OG0010145	1	1	1	3
OG0010146	1	1	1	3
OG0010147	1	1	1	3
OG0010148	1	1	1	3
OG0010149	3	0	0	3
OG0010150	1	1	1	3
OG0010151	1	1	1	3
OG0010152	3	0	0	3
OG0010153	1	0	2	3
OG0010154	2	0	1	3
OG0010155	1	2	0	3
OG0010156	1	1	1	3
OG0010157	1	1	1	3
OG0010158	1	1	1	3
OG0010159	1	1	1	3
OG0010160	1	1	1	3
OG0010161	3	0	0	3
OG0010162	3	0	0	3
OG0010163	1	1	1	3
OG0010164	1	1	1	3
OG0010165	2	1	0	3
OG0010166	1	1	1	3
OG0010167	1	1	1	3
OG0010168	1	1	1	3
OG0010169	1	1	1	3
OG0010170	1	1	1	3
OG0010171	1	1	1	3
OG0010172	3	0	0	3
OG0010173	1	1	1	3
OG0010174	1	1	1	3
OG0010175	1	1	1	3
OG0010176	1	1	1	3
OG0010177	1	1	1	3
OG0010178	1	1	1	3
OG0010179	1	1	1	3
OG0010180	1	1	1	3
OG0010181	1	1	1	3
OG0010182	1	1	1	3
OG0010183	1	1	1	3
OG0010184	1	1	1	3
OG0010185	1	1	1	3
OG0010186	1	1	1	3
OG0010187	1	1	1	3
OG0010188	1	1	1	3
OG0010189	1	1	1	3
OG0010190	1	1	1	3
OG0010191	1	1	1	3
OG0010192	1	1	1	3
OG0010193	1	1	1	3
OG0010194	1	1	1	3
OG0010195	1	1	1	3
OG0010196	1	1	1	3
OG0010197	1	1	1	3
OG0010198	1	1	1	3
OG0010199	1	1	1	3
OG0010200	1	1	1	3
OG0010201	1	1	1	3
OG0010202	1	1	1	3
OG0010203	1	1	1	3
OG0010204	1	1	1	3
OG0010205	1	1	1	3
OG0010206	1	1	1	3
OG0010207	1	1	1	3
OG0010208	1	1	1	3
OG0010209	1	1	1	3
OG0010210	1	1	1	3
OG0010211	3	0	0	3
OG0010212	1	1	1	3
OG0010213	1	1	1	3
OG0010214	1	1	1	3
OG0010215	1	1	1	3
OG0010216	1	1	1	3
OG0010217	1	1	1	3
OG0010218	1	1	1	3
OG0010219	1	1	1	3
OG0010220	1	1	1	3
OG0010221	1	1	1	3
OG0010222	1	1	1	3
OG0010223	1	1	1	3
OG0010224	1	1	1	3
OG0010225	1	1	1	3
OG0010226	1	1	1	3
OG0010227	1	1	1	3
OG0010228	1	1	1	3
OG0010229	1	1	1	3
OG0010230	1	1	1	3
OG0010231	3	0	0	3
OG0010232	1	1	1	3
OG0010233	1	1	1	3
OG0010234	1	1	1	3
OG0010235	1	1	1	3
OG0010236	2	1	0	3
OG0010237	1	1	1	3
OG0010238	1	1	1	3
OG0010239	1	2	0	3
OG0010240	1	1	1	3
OG0010241	1	1	1	3
OG0010242	1	1	1	3
OG0010243	1	1	1	3
OG0010244	1	1	1	3
OG0010245	1	1	1	3
OG0010246	1	1	1	3
OG0010247	1	1	1	3
OG0010248	1	1	1	3
OG0010249	1	1	1	3
OG0010250	1	1	1	3
OG0010251	1	1	1	3
OG0010252	1	1	1	3
OG0010253	1	1	1	3
OG0010254	1	1	1	3
OG0010255	1	1	1	3
OG0010256	1	1	1	3
OG0010257	1	1	1	3
OG0010258	1	1	1	3
OG0010259	1	1	1	3
OG0010260	1	1	1	3
OG0010261	1	1	1	3
OG0010262	1	1	1	3
OG0010263	2	1	0	3
OG0010264	1	1	1	3
OG0010265	1	1	1	3
OG0010266	1	1	1	3
OG0010267	1	1	1	3
OG0010268	1	1	1	3
OG0010269	1	1	1	3
OG0010270	1	1	1	3
OG0010271	1	1	1	3
OG0010272	1	1	1	3
OG0010273	1	1	1	3
OG0010274	1	1	1	3
OG0010275	1	1	1	3
OG0010276	1	1	1	3
OG0010277	3	0	0	3
OG0010278	1	1	1	3
OG0010279	1	1	1	3
OG0010280	1	1	1	3
OG0010281	1	1	1	3
OG0010282	1	1	1	3
OG0010283	1	1	1	3
OG0010284	1	1	1	3
OG0010285	1	1	1	3
OG0010286	1	1	1	3
OG0010287	1	1	1	3
OG0010288	1	1	1	3
OG0010289	1	1	1	3
OG0010290	1	1	1	3
OG0010291	1	1	1	3
OG0010292	1	1	1	3
OG0010293	1	1	1	3
OG0010294	1	1	1	3
OG0010295	2	1	0	3
OG0010296	1	1	1	3
OG0010297	1	1	1	3
OG0010298	1	1	1	3
OG0010299	1	1	1	3
OG0010300	1	1	1	3
OG0010301	1	0	2	3
OG0010302	1	1	1	3
OG0010303	1	1	1	3
OG0010304	1	1	1	3
OG0010305	1	1	1	3
OG0010306	1	1	1	3
OG0010307	1	1	1	3
OG0010308	1	1	1	3
OG0010309	1	1	1	3
OG0010310	1	1	1	3
OG0010311	1	1	1	3
OG0010312	1	1	1	3
OG0010313	1	1	1	3
OG0010314	1	1	1	3
OG0010315	1	1	1	3
OG0010316	1	1	1	3
OG0010317	1	1	1	3
OG0010318	1	1	1	3
OG0010319	1	1	1	3
OG0010320	1	1	1	3
OG0010321	1	1	1	3
OG0010322	1	1	1	3
OG0010323	1	1	1	3
OG0010324	1	1	1	3
OG0010325	1	1	1	3
OG0010326	1	1	1	3
OG0010327	1	1	1	3
OG0010328	1	1	1	3
OG0010329	1	1	1	3
OG0010330	1	1	1	3
OG0010331	3	0	0	3
OG0010332	1	1	1	3
OG0010333	1	1	1	3
OG0010334	1	1	1	3
OG0010335	1	1	1	3
OG0010336	1	1	1	3
OG0010337	1	1	1	3
OG0010338	1	1	1	3
OG0010339	1	1	1	3
OG0010340	1	1	1	3
OG0010341	1	1	1	3
OG0010342	1	1	1	3
OG0010343	1	1	1	3
OG0010344	1	1	1	3
OG0010345	1	1	1	3
OG0010346	1	1	1	3
OG0010347	1	1	1	3
OG0010348	1	1	1	3
OG0010349	3	0	0	3
OG0010350	1	1	1	3
OG0010351	1	1	1	3
OG0010352	1	1	1	3
OG0010353	1	1	1	3
OG0010354	1	1	1	3
OG0010355	1	1	1	3
OG0010356	1	1	1	3
OG0010357	1	1	1	3
OG0010358	1	1	1	3
OG0010359	1	1	1	3
OG0010360	1	1	1	3
OG0010361	1	1	1	3
OG0010362	1	1	1	3
OG0010363	1	2	0	3
OG0010364	1	1	1	3
OG0010365	1	1	1	3
OG0010366	1	1	1	3
OG0010367	1	1	1	3
